lead_id,source,campaign,created_date,converted_flag
LEAD00940,Organic Search,Retention Drive,2026-02-18,1
LEAD00941,Event,Q1 Spring Push,2025-08-31,1
LEAD00942,LinkedIn,Competitor Conquest,2025-07-12,0
LEAD00943,Event,Competitor Conquest,2025-09-20,0
LEAD00944,LinkedIn,Brand Awareness,2025-11-09,0
LEAD00945,Cold Outreach,Competitor Conquest,2025-08-30,0
LEAD00946,LinkedIn,Brand Awareness,2026-01-19,0
LEAD00947,Cold Outreach,Competitor Conquest,2025-12-30,1
LEAD00948,Organic Search,Retention Drive,2025-10-19,1
LEAD00949,Paid Search,Brand Awareness,2025-07-23,0
LEAD00950,Cold Outreach,Competitor Conquest,2025-06-21,0
LEAD00951,Paid Search,Q1 Spring Push,2025-04-19,0
LEAD00952,LinkedIn,Q1 Spring Push,2025-04-21,0
LEAD00953,Organic Search,Brand Awareness,2025-03-29,0
LEAD00954,Event,Competitor Conquest,2025-08-19,0
LEAD00955,Organic Search,Brand Awareness,2025-08-04,0
LEAD00956,Referral,Q1 Spring Push,2025-08-26,0
LEAD00957,Paid Search,Product Launch,2025-06-18,0
LEAD00958,Cold Outreach,Retention Drive,2026-02-23,0
LEAD00959,Organic Search,Brand Awareness,2025-04-01,1
LEAD00960,Referral,Product Launch,2025-07-26,0
LEAD00961,Referral,Retention Drive,2025-11-08,0
LEAD00962,Paid Search,Q1 Spring Push,2026-01-16,0
LEAD00963,Cold Outreach,Q1 Spring Push,2025-12-19,0
LEAD00964,LinkedIn,Competitor Conquest,2025-10-19,0
LEAD00965,LinkedIn,Competitor Conquest,2025-04-02,0
LEAD00966,Paid Search,Retention Drive,2025-04-21,1
LEAD00967,Organic Search,Brand Awareness,2025-11-17,0
LEAD00968,Event,Q1 Spring Push,2025-04-16,0
LEAD00969,Cold Outreach,Competitor Conquest,2025-04-11,0
LEAD00970,Event,Competitor Conquest,2025-11-12,0
LEAD00971,Organic Search,Brand Awareness,2026-01-26,0
LEAD00972,LinkedIn,Retention Drive,2025-12-05,1
LEAD00973,Organic Search,Retention Drive,2025-09-04,0
LEAD00974,LinkedIn,Competitor Conquest,2025-05-20,1
LEAD00975,LinkedIn,Q1 Spring Push,2025-05-13,0
LEAD00976,Referral,Competitor Conquest,2025-09-29,0
LEAD00977,Cold Outreach,Product Launch,2025-06-18,0
LEAD00978,Event,Product Launch,2026-01-16,0
LEAD00979,Event,Competitor Conquest,2025-10-01,0
LEAD00980,LinkedIn,Product Launch,2025-06-29,1
LEAD00981,Paid Search,Retention Drive,2025-10-17,0
LEAD00982,Cold Outreach,Q1 Spring Push,2025-05-09,1
LEAD00983,Event,Q1 Spring Push,2025-10-22,0
LEAD00984,Cold Outreach,Retention Drive,2025-07-10,0
LEAD00985,Paid Search,Competitor Conquest,2025-10-13,0
LEAD00986,Referral,Q1 Spring Push,2025-09-22,0
LEAD00987,Cold Outreach,Product Launch,2025-11-16,1
LEAD00988,Organic Search,Product Launch,2025-07-05,0
LEAD00989,LinkedIn,Product Launch,2026-02-28,0
LEAD00990,LinkedIn,Competitor Conquest,2025-03-29,0
LEAD00991,LinkedIn,Competitor Conquest,2025-08-23,0
LEAD00992,Cold Outreach,Brand Awareness,2025-10-18,1
LEAD00993,Paid Search,Retention Drive,2025-08-22,0
LEAD00994,LinkedIn,Retention Drive,2026-02-12,1
LEAD00995,Cold Outreach,Brand Awareness,2025-07-20,0
LEAD00996,Event,Product Launch,2025-07-28,0
LEAD00997,LinkedIn,Product Launch,2025-11-24,0
LEAD00998,Cold Outreach,Product Launch,2025-04-12,0
LEAD00999,Cold Outreach,Retention Drive,2026-01-18,1
LEAD01000,Paid Search,Competitor Conquest,2025-08-05,0
LEAD01001,Paid Search,Q1 Spring Push,2026-01-21,0
LEAD01002,Referral,Product Launch,2026-02-13,0
LEAD01003,Event,Brand Awareness,2025-05-12,1
LEAD01004,Paid Search,Competitor Conquest,2025-11-06,0
LEAD01005,Paid Search,Competitor Conquest,2025-07-04,1
LEAD01006,Event,Product Launch,2025-04-11,0
LEAD01007,Cold Outreach,Q1 Spring Push,2025-07-17,0
LEAD01008,Cold Outreach,Competitor Conquest,2025-10-22,0
LEAD01009,Referral,Brand Awareness,2026-03-06,0
LEAD01010,Organic Search,Q1 Spring Push,2025-07-04,1
LEAD01011,Event,Product Launch,2026-02-28,0
LEAD01012,Event,Competitor Conquest,2025-10-22,0
LEAD01013,Organic Search,Retention Drive,2025-12-09,0
LEAD01014,Cold Outreach,Competitor Conquest,2025-10-10,0
LEAD01015,Organic Search,Brand Awareness,2026-02-07,0
LEAD01016,Event,Product Launch,2025-08-16,0
LEAD01017,Organic Search,Competitor Conquest,2025-05-31,0
LEAD01018,Event,Competitor Conquest,2026-02-07,0
LEAD01019,Event,Retention Drive,2025-03-11,0
LEAD01020,Cold Outreach,Q1 Spring Push,2025-11-25,0
LEAD01021,Organic Search,Product Launch,2025-05-09,0
LEAD01022,Organic Search,Retention Drive,2025-07-26,0
LEAD01023,Organic Search,Q1 Spring Push,2026-01-05,0
LEAD01024,Cold Outreach,Product Launch,2026-01-26,0
LEAD01025,Organic Search,Q1 Spring Push,2026-01-07,0
LEAD01026,LinkedIn,Retention Drive,2025-12-14,0
LEAD01027,Cold Outreach,Q1 Spring Push,2025-11-04,0
LEAD01028,Event,Brand Awareness,2025-04-08,0
LEAD01029,Paid Search,Retention Drive,2025-07-03,0
LEAD01030,Event,Brand Awareness,2025-05-05,0
LEAD01031,Paid Search,Q1 Spring Push,2025-04-06,0
LEAD01032,Paid Search,Q1 Spring Push,2025-12-05,0
LEAD01033,Paid Search,Product Launch,2025-05-07,1
LEAD01034,Event,Brand Awareness,2025-10-20,0
LEAD01035,Event,Competitor Conquest,2026-02-01,1
LEAD01036,LinkedIn,Competitor Conquest,2025-04-13,0
LEAD01037,Referral,Competitor Conquest,2026-01-28,0
LEAD01038,Cold Outreach,Competitor Conquest,2025-03-21,0
LEAD01039,Paid Search,Q1 Spring Push,2025-04-23,1
LEAD01040,Cold Outreach,Product Launch,2025-03-11,0
LEAD01041,Cold Outreach,Retention Drive,2025-05-06,0
LEAD01042,Paid Search,Brand Awareness,2025-08-01,1
LEAD01043,Event,Product Launch,2026-01-31,0
LEAD01044,Event,Q1 Spring Push,2025-03-26,0
LEAD01045,Organic Search,Brand Awareness,2025-04-18,0
LEAD01046,LinkedIn,Brand Awareness,2025-12-27,1
LEAD01047,Paid Search,Brand Awareness,2026-03-06,0
LEAD01048,Paid Search,Competitor Conquest,2026-01-17,1
LEAD01049,Organic Search,Product Launch,2025-06-15,0
LEAD01050,LinkedIn,Retention Drive,2025-07-04,0
LEAD01051,LinkedIn,Retention Drive,2025-10-18,1
LEAD01052,Event,Q1 Spring Push,2026-02-15,0
LEAD01053,Referral,Product Launch,2025-09-16,1
LEAD01054,Cold Outreach,Retention Drive,2025-06-02,0
LEAD01055,Referral,Competitor Conquest,2025-05-12,0
LEAD01056,Organic Search,Retention Drive,2025-03-11,1
LEAD01057,Paid Search,Product Launch,2025-08-30,1
LEAD01058,LinkedIn,Q1 Spring Push,2025-04-18,0
LEAD01059,Cold Outreach,Product Launch,2025-03-29,0
LEAD01060,Cold Outreach,Competitor Conquest,2025-12-08,0
LEAD01061,LinkedIn,Competitor Conquest,2025-06-27,0
LEAD01062,Referral,Retention Drive,2025-11-14,0
LEAD01063,Organic Search,Brand Awareness,2025-08-15,0
LEAD01064,Organic Search,Q1 Spring Push,2026-01-31,0
LEAD01065,Organic Search,Product Launch,2025-05-21,0
LEAD01066,Cold Outreach,Brand Awareness,2025-06-01,1
LEAD01067,Organic Search,Competitor Conquest,2025-03-30,0
LEAD01068,Cold Outreach,Product Launch,2025-07-09,0
LEAD01069,Cold Outreach,Retention Drive,2025-03-19,0
LEAD01070,Organic Search,Retention Drive,2025-12-04,1
LEAD01071,Cold Outreach,Q1 Spring Push,2025-03-11,0
LEAD01072,Event,Brand Awareness,2025-11-06,0
LEAD01073,Cold Outreach,Retention Drive,2025-03-26,0
LEAD01074,Event,Competitor Conquest,2025-12-15,0
LEAD01075,Event,Product Launch,2025-12-12,0
LEAD01076,Paid Search,Retention Drive,2025-09-12,1
LEAD01077,Referral,Competitor Conquest,2025-08-29,0
LEAD01078,Organic Search,Brand Awareness,2025-03-29,1
LEAD01079,Event,Q1 Spring Push,2025-10-14,0
LEAD01080,LinkedIn,Brand Awareness,2025-11-22,0
LEAD01081,Cold Outreach,Retention Drive,2025-08-22,1
LEAD01082,LinkedIn,Retention Drive,2026-02-21,0
LEAD01083,Event,Competitor Conquest,2026-02-10,0
LEAD01084,Event,Competitor Conquest,2025-09-24,0
LEAD01085,Organic Search,Q1 Spring Push,2025-09-13,0
LEAD01086,Paid Search,Competitor Conquest,2025-09-11,0
LEAD01087,Referral,Competitor Conquest,2025-11-30,1
LEAD01088,Event,Product Launch,2025-08-13,1
LEAD01089,Referral,Q1 Spring Push,2025-12-22,1
LEAD01090,LinkedIn,Product Launch,2025-07-14,0
LEAD01091,LinkedIn,Brand Awareness,2025-08-04,0
LEAD01092,Event,Brand Awareness,2026-01-15,0
LEAD01093,Cold Outreach,Competitor Conquest,2025-12-19,0
LEAD01094,Cold Outreach,Competitor Conquest,2026-03-09,1
LEAD01095,Cold Outreach,Product Launch,2026-01-14,0
LEAD01096,Organic Search,Product Launch,2025-08-21,0
LEAD01097,LinkedIn,Q1 Spring Push,2025-12-19,0
LEAD01098,Referral,Brand Awareness,2026-01-10,0
LEAD01099,Event,Competitor Conquest,2025-03-27,0
LEAD01100,LinkedIn,Competitor Conquest,2025-06-28,0
LEAD01101,Cold Outreach,Competitor Conquest,2026-01-03,0
LEAD01102,Organic Search,Q1 Spring Push,2026-01-06,1
LEAD01103,Event,Q1 Spring Push,2025-03-26,1
LEAD01104,Cold Outreach,Brand Awareness,2025-08-04,0
LEAD01105,Cold Outreach,Q1 Spring Push,2025-08-01,0
LEAD01106,LinkedIn,Competitor Conquest,2026-01-28,0
LEAD01107,Paid Search,Retention Drive,2025-12-23,0
LEAD01108,Paid Search,Product Launch,2025-10-19,0
LEAD01109,LinkedIn,Product Launch,2025-04-04,0
LEAD01110,Paid Search,Competitor Conquest,2025-03-15,0
LEAD01111,Organic Search,Retention Drive,2025-05-03,0
LEAD01112,Event,Product Launch,2025-11-14,0
LEAD01113,Referral,Q1 Spring Push,2025-10-22,1
LEAD01114,Paid Search,Competitor Conquest,2026-03-02,0
LEAD01115,Organic Search,Q1 Spring Push,2025-08-29,0
LEAD01116,LinkedIn,Product Launch,2025-11-18,0
LEAD01117,Referral,Q1 Spring Push,2025-06-23,0
LEAD01118,Organic Search,Brand Awareness,2026-01-14,0
LEAD01119,LinkedIn,Brand Awareness,2025-03-12,0
LEAD01120,LinkedIn,Q1 Spring Push,2025-12-08,0
LEAD01121,Organic Search,Brand Awareness,2025-11-23,1
LEAD01122,LinkedIn,Retention Drive,2026-01-19,0
LEAD01123,LinkedIn,Competitor Conquest,2025-09-06,0
LEAD01124,Organic Search,Q1 Spring Push,2025-04-03,0
LEAD01125,Event,Product Launch,2025-09-23,1
LEAD01126,LinkedIn,Retention Drive,2025-06-14,0
LEAD01127,Paid Search,Brand Awareness,2025-11-24,0
LEAD01128,Organic Search,Q1 Spring Push,2026-01-04,0
LEAD01129,Event,Q1 Spring Push,2026-02-18,0
LEAD01130,Cold Outreach,Product Launch,2025-12-03,0
LEAD01131,Organic Search,Q1 Spring Push,2025-06-05,0
LEAD01132,LinkedIn,Competitor Conquest,2025-11-28,0
LEAD01133,Paid Search,Q1 Spring Push,2026-01-05,0
LEAD01134,Event,Brand Awareness,2025-05-29,0
LEAD01135,LinkedIn,Competitor Conquest,2025-04-23,0
LEAD01136,Referral,Q1 Spring Push,2025-07-07,0
LEAD01137,Event,Q1 Spring Push,2025-12-16,0
LEAD01138,Cold Outreach,Product Launch,2025-10-14,0
LEAD01139,Event,Q1 Spring Push,2025-03-21,1
LEAD01140,Referral,Competitor Conquest,2025-03-26,0
LEAD01141,Event,Q1 Spring Push,2025-12-17,0
LEAD01142,Event,Competitor Conquest,2025-05-28,0
LEAD01143,Referral,Retention Drive,2025-10-23,0
LEAD01144,Organic Search,Product Launch,2025-05-23,0
LEAD01145,Cold Outreach,Q1 Spring Push,2025-06-22,0
LEAD01146,Cold Outreach,Retention Drive,2025-10-30,0
LEAD01147,Paid Search,Brand Awareness,2025-03-14,0
LEAD01148,Organic Search,Product Launch,2025-11-17,0
LEAD01149,Paid Search,Brand Awareness,2026-02-19,1
LEAD01150,LinkedIn,Product Launch,2025-10-24,0
LEAD01151,Organic Search,Product Launch,2025-11-24,0
LEAD01152,Organic Search,Brand Awareness,2025-04-22,0
LEAD01153,LinkedIn,Brand Awareness,2026-01-28,0
LEAD01154,Event,Brand Awareness,2026-01-02,0
LEAD01155,Event,Brand Awareness,2025-09-26,0
LEAD01156,Cold Outreach,Q1 Spring Push,2025-09-10,0
LEAD01157,LinkedIn,Product Launch,2025-10-31,0
LEAD01158,Event,Retention Drive,2026-01-16,0
LEAD01159,Cold Outreach,Competitor Conquest,2025-04-11,0
LEAD01160,Cold Outreach,Retention Drive,2025-06-02,0
LEAD01161,Referral,Product Launch,2025-09-26,0
LEAD01162,Event,Competitor Conquest,2025-12-22,0
LEAD01163,Cold Outreach,Competitor Conquest,2025-09-04,0
LEAD01164,Referral,Q1 Spring Push,2025-07-01,1
LEAD01165,Paid Search,Product Launch,2025-12-05,0
LEAD01166,Cold Outreach,Product Launch,2025-04-14,0
LEAD01167,LinkedIn,Product Launch,2025-12-11,0
LEAD01168,Cold Outreach,Retention Drive,2025-12-05,0
LEAD01169,Organic Search,Competitor Conquest,2025-11-06,1
LEAD01170,Cold Outreach,Competitor Conquest,2026-01-19,0
LEAD01171,Paid Search,Q1 Spring Push,2025-05-07,0
LEAD01172,Referral,Q1 Spring Push,2026-01-14,1
LEAD01173,Cold Outreach,Q1 Spring Push,2026-01-03,0
LEAD01174,Organic Search,Brand Awareness,2025-12-28,0
LEAD01175,Event,Q1 Spring Push,2026-03-07,0
LEAD01176,Organic Search,Retention Drive,2025-09-19,0
LEAD01177,Organic Search,Product Launch,2025-12-30,0
LEAD01178,Event,Competitor Conquest,2025-12-18,0
LEAD01179,Referral,Product Launch,2025-11-07,0
LEAD01180,Cold Outreach,Brand Awareness,2025-04-24,1
LEAD01181,Organic Search,Q1 Spring Push,2026-01-18,0
LEAD01182,Organic Search,Retention Drive,2025-08-11,0
LEAD01183,Paid Search,Q1 Spring Push,2025-11-15,1
LEAD01184,Paid Search,Brand Awareness,2025-04-10,0
LEAD01185,Cold Outreach,Competitor Conquest,2025-03-25,0
LEAD01186,Organic Search,Competitor Conquest,2025-12-15,0
LEAD01187,Paid Search,Q1 Spring Push,2025-10-18,0
LEAD01188,Event,Brand Awareness,2026-01-10,0
LEAD01189,Organic Search,Q1 Spring Push,2025-05-06,0
LEAD01190,Referral,Retention Drive,2025-09-21,1
LEAD01191,Cold Outreach,Competitor Conquest,2025-12-25,0
LEAD01192,Cold Outreach,Brand Awareness,2025-04-26,0
LEAD01193,LinkedIn,Q1 Spring Push,2025-10-24,0
LEAD01194,Cold Outreach,Brand Awareness,2025-10-27,0
LEAD01195,Cold Outreach,Q1 Spring Push,2026-03-10,0
LEAD01196,Paid Search,Product Launch,2025-09-29,0
LEAD01197,Referral,Competitor Conquest,2026-02-05,1
LEAD01198,Referral,Brand Awareness,2025-12-27,1
LEAD01199,Paid Search,Product Launch,2025-08-26,1
LEAD01200,Referral,Competitor Conquest,2025-07-08,0
LEAD01201,Referral,Retention Drive,2025-04-20,0
LEAD01202,Cold Outreach,Product Launch,2025-08-27,0
LEAD01203,Referral,Retention Drive,2025-06-11,0
LEAD01204,Event,Product Launch,2025-08-27,0
LEAD01205,Cold Outreach,Competitor Conquest,2025-06-15,1
LEAD01206,Cold Outreach,Product Launch,2025-03-17,0
LEAD01207,LinkedIn,Q1 Spring Push,2025-11-27,1
LEAD01208,Organic Search,Brand Awareness,2025-05-30,0
LEAD01209,Paid Search,Q1 Spring Push,2026-02-09,0
LEAD01210,LinkedIn,Product Launch,2025-10-12,0
LEAD01211,Event,Competitor Conquest,2025-11-07,0
LEAD01212,Paid Search,Q1 Spring Push,2025-12-31,0
LEAD01213,Cold Outreach,Product Launch,2025-08-30,1
LEAD01214,Cold Outreach,Competitor Conquest,2025-09-02,0
LEAD01215,Organic Search,Retention Drive,2026-02-02,1
LEAD01216,Event,Product Launch,2026-02-24,0
LEAD01217,Paid Search,Q1 Spring Push,2025-11-06,1
LEAD01218,Event,Competitor Conquest,2025-12-25,1
LEAD01219,Referral,Product Launch,2025-06-14,0
LEAD01220,LinkedIn,Competitor Conquest,2025-08-13,0
LEAD01221,Referral,Q1 Spring Push,2025-10-16,0
LEAD01222,Organic Search,Q1 Spring Push,2025-05-06,1
LEAD01223,Event,Product Launch,2026-03-06,0
LEAD01224,Referral,Competitor Conquest,2025-06-01,0
LEAD01225,LinkedIn,Retention Drive,2025-06-28,0
LEAD01226,Paid Search,Competitor Conquest,2025-12-21,0
LEAD01227,Organic Search,Retention Drive,2025-08-30,0
LEAD01228,Paid Search,Product Launch,2025-08-18,0
LEAD01229,Paid Search,Competitor Conquest,2025-12-07,0
LEAD01230,Event,Retention Drive,2026-01-31,0
LEAD01231,Referral,Competitor Conquest,2025-10-02,0
LEAD01232,Referral,Competitor Conquest,2025-12-17,0
LEAD01233,LinkedIn,Competitor Conquest,2025-12-02,1
LEAD01234,Organic Search,Q1 Spring Push,2025-09-07,0
LEAD01235,LinkedIn,Q1 Spring Push,2025-11-09,0
LEAD01236,Event,Q1 Spring Push,2026-02-06,0
LEAD01237,Organic Search,Brand Awareness,2025-12-05,0
LEAD01238,Cold Outreach,Q1 Spring Push,2025-11-08,0
LEAD01239,Event,Retention Drive,2026-02-17,0
LEAD01240,Referral,Q1 Spring Push,2026-02-15,0
LEAD01241,LinkedIn,Q1 Spring Push,2025-09-10,0
LEAD01242,Referral,Retention Drive,2025-12-02,0
LEAD01243,Referral,Brand Awareness,2026-01-04,0
LEAD01244,Organic Search,Brand Awareness,2025-08-15,0
LEAD01245,Event,Q1 Spring Push,2025-06-27,0
LEAD01246,Paid Search,Q1 Spring Push,2025-05-15,0
LEAD01247,Referral,Retention Drive,2026-02-20,0
LEAD01248,Paid Search,Competitor Conquest,2026-01-30,0
LEAD01249,Organic Search,Product Launch,2025-11-21,0
LEAD01250,Cold Outreach,Product Launch,2025-12-19,0
LEAD01251,Event,Retention Drive,2025-05-04,0
LEAD01252,LinkedIn,Competitor Conquest,2026-01-03,0
LEAD01253,LinkedIn,Retention Drive,2025-08-03,0
LEAD01254,Cold Outreach,Competitor Conquest,2025-11-09,1
LEAD01255,Event,Retention Drive,2026-02-01,0
LEAD01256,Event,Competitor Conquest,2026-01-21,0
LEAD01257,Paid Search,Brand Awareness,2025-06-04,0
LEAD01258,Organic Search,Competitor Conquest,2026-01-22,0
LEAD01259,Paid Search,Brand Awareness,2025-12-19,0
LEAD01260,Event,Brand Awareness,2025-09-12,1
LEAD01261,Paid Search,Competitor Conquest,2025-10-30,1
LEAD01262,LinkedIn,Competitor Conquest,2025-04-13,0
LEAD01263,Organic Search,Retention Drive,2025-07-05,0
LEAD01264,LinkedIn,Competitor Conquest,2025-08-14,1
LEAD01265,Cold Outreach,Product Launch,2025-07-29,0
LEAD01266,Event,Brand Awareness,2025-09-01,0
LEAD01267,Referral,Retention Drive,2025-07-24,1
LEAD01268,Cold Outreach,Q1 Spring Push,2025-04-28,0
LEAD01269,Organic Search,Product Launch,2025-03-18,0
LEAD01270,Organic Search,Product Launch,2026-01-17,0
LEAD01271,Paid Search,Retention Drive,2025-08-19,0
LEAD01272,Paid Search,Competitor Conquest,2025-07-18,0
LEAD01273,LinkedIn,Competitor Conquest,2025-07-15,0
LEAD01274,Referral,Q1 Spring Push,2026-01-27,0
LEAD01275,Organic Search,Competitor Conquest,2025-08-02,0
LEAD01276,LinkedIn,Q1 Spring Push,2025-09-30,0
LEAD01277,Event,Competitor Conquest,2025-11-23,0
LEAD01278,Referral,Q1 Spring Push,2025-10-20,0
LEAD01279,Event,Product Launch,2025-07-14,0
LEAD01280,Paid Search,Brand Awareness,2025-05-25,1
LEAD01281,Event,Competitor Conquest,2026-02-08,1
LEAD01282,LinkedIn,Competitor Conquest,2025-07-12,0
LEAD01283,Paid Search,Q1 Spring Push,2025-03-26,0
LEAD01284,LinkedIn,Product Launch,2026-01-28,0
LEAD01285,LinkedIn,Competitor Conquest,2026-01-29,1
LEAD01286,Cold Outreach,Competitor Conquest,2025-08-09,0
LEAD01287,Cold Outreach,Brand Awareness,2025-12-07,0
LEAD01288,Organic Search,Competitor Conquest,2025-09-17,0
LEAD01289,LinkedIn,Product Launch,2025-11-30,0
LEAD01290,Referral,Competitor Conquest,2025-07-11,0
LEAD01291,Paid Search,Competitor Conquest,2025-09-11,0
LEAD01292,Event,Competitor Conquest,2026-03-06,0
LEAD01293,Event,Product Launch,2026-01-31,0
LEAD01294,Event,Retention Drive,2025-12-27,0
LEAD01295,Cold Outreach,Brand Awareness,2026-03-04,0
LEAD01296,Referral,Product Launch,2025-06-29,1
LEAD01297,Organic Search,Competitor Conquest,2025-10-28,0
LEAD01298,Organic Search,Competitor Conquest,2026-01-06,0
LEAD01299,Cold Outreach,Retention Drive,2026-01-21,0
LEAD01300,Cold Outreach,Product Launch,2025-08-08,1
LEAD01301,Paid Search,Retention Drive,2025-08-30,0
LEAD01302,Paid Search,Product Launch,2025-03-29,0
LEAD01303,Organic Search,Brand Awareness,2025-09-06,0
LEAD01304,LinkedIn,Retention Drive,2026-01-07,1
LEAD01305,Cold Outreach,Competitor Conquest,2025-08-12,0
LEAD01306,LinkedIn,Retention Drive,2025-08-05,0
LEAD01307,LinkedIn,Q1 Spring Push,2025-12-11,0
LEAD01308,LinkedIn,Product Launch,2025-06-01,0
LEAD01309,Event,Competitor Conquest,2025-08-28,0
LEAD01310,Cold Outreach,Competitor Conquest,2025-04-21,0
LEAD01311,Event,Q1 Spring Push,2026-01-26,0
LEAD01312,Organic Search,Q1 Spring Push,2025-04-13,0
LEAD01313,Referral,Q1 Spring Push,2025-06-30,1
LEAD01314,Event,Retention Drive,2026-01-19,0
LEAD01315,Event,Retention Drive,2026-02-23,0
LEAD01316,Referral,Product Launch,2025-11-17,0
LEAD01317,Event,Competitor Conquest,2026-01-12,0
LEAD01318,Referral,Q1 Spring Push,2025-09-13,0
LEAD01319,Referral,Competitor Conquest,2025-04-15,0
LEAD01320,Cold Outreach,Competitor Conquest,2026-03-08,0
LEAD01321,Paid Search,Retention Drive,2025-10-17,0
LEAD01322,Cold Outreach,Brand Awareness,2025-10-05,0
LEAD01323,Referral,Product Launch,2026-03-09,0
LEAD01324,Referral,Q1 Spring Push,2026-03-04,0
LEAD01325,LinkedIn,Retention Drive,2025-05-08,1
LEAD01326,Paid Search,Retention Drive,2025-08-03,0
LEAD01327,Referral,Product Launch,2025-04-30,0
LEAD01328,Organic Search,Retention Drive,2025-08-04,0
LEAD01329,Cold Outreach,Competitor Conquest,2025-12-13,1
LEAD01330,LinkedIn,Retention Drive,2025-12-20,0
LEAD01331,Organic Search,Product Launch,2025-06-26,0
LEAD01332,Event,Competitor Conquest,2025-04-24,1
LEAD01333,Event,Product Launch,2025-09-27,0
LEAD01334,Organic Search,Q1 Spring Push,2025-07-31,0
LEAD01335,Event,Product Launch,2026-02-25,1
LEAD01336,Event,Q1 Spring Push,2025-05-23,0
LEAD01337,Cold Outreach,Product Launch,2025-07-22,0
LEAD01338,LinkedIn,Product Launch,2025-11-09,0
LEAD01339,Paid Search,Brand Awareness,2025-12-02,0
LEAD01340,Paid Search,Competitor Conquest,2025-10-29,0
LEAD01341,LinkedIn,Q1 Spring Push,2025-12-28,0
LEAD01342,Cold Outreach,Retention Drive,2026-01-18,0
LEAD01343,Event,Q1 Spring Push,2026-01-16,1
LEAD01344,LinkedIn,Product Launch,2026-01-23,1
LEAD01345,LinkedIn,Product Launch,2025-08-23,1
LEAD01346,Organic Search,Competitor Conquest,2026-02-02,1
LEAD01347,Cold Outreach,Q1 Spring Push,2025-11-24,0
LEAD01348,Referral,Brand Awareness,2025-04-21,0
LEAD01349,Paid Search,Product Launch,2025-10-10,0
LEAD01350,Paid Search,Retention Drive,2025-04-22,1
LEAD01351,Organic Search,Q1 Spring Push,2025-09-17,0
LEAD01352,Referral,Retention Drive,2025-05-08,0
LEAD01353,Paid Search,Retention Drive,2025-11-01,0
LEAD01354,Paid Search,Retention Drive,2026-02-24,0
LEAD01355,Event,Retention Drive,2025-12-23,0
LEAD01356,LinkedIn,Q1 Spring Push,2025-11-20,0
LEAD01357,Paid Search,Product Launch,2026-01-28,1
LEAD01358,Paid Search,Brand Awareness,2025-10-22,0
LEAD01359,Organic Search,Brand Awareness,2025-03-14,0
LEAD01360,LinkedIn,Competitor Conquest,2025-07-01,0
LEAD01361,Referral,Product Launch,2025-11-03,0
LEAD01362,Cold Outreach,Brand Awareness,2025-08-22,1
LEAD01363,Event,Brand Awareness,2025-12-17,1
LEAD01364,Cold Outreach,Competitor Conquest,2025-08-02,0
LEAD01365,Referral,Retention Drive,2025-10-23,0
LEAD01366,Event,Q1 Spring Push,2025-05-05,0
LEAD01367,Paid Search,Retention Drive,2025-09-12,0
LEAD01368,Cold Outreach,Q1 Spring Push,2025-07-24,0
LEAD01369,Organic Search,Retention Drive,2025-11-02,1
LEAD01370,LinkedIn,Retention Drive,2025-04-15,0
LEAD01371,Event,Brand Awareness,2025-08-20,0
LEAD01372,Paid Search,Brand Awareness,2025-08-04,1
LEAD01373,LinkedIn,Product Launch,2026-02-02,0
LEAD01374,LinkedIn,Brand Awareness,2025-12-27,0
LEAD01375,Organic Search,Q1 Spring Push,2025-09-29,0
LEAD01376,Cold Outreach,Brand Awareness,2025-11-22,0
LEAD01377,LinkedIn,Product Launch,2025-05-28,0
LEAD01378,LinkedIn,Retention Drive,2025-11-23,1
LEAD01379,Organic Search,Retention Drive,2025-10-20,0
LEAD01380,Cold Outreach,Q1 Spring Push,2025-05-22,0
LEAD01381,Referral,Competitor Conquest,2025-09-30,0
LEAD01382,Paid Search,Product Launch,2026-02-14,0
LEAD01383,Referral,Q1 Spring Push,2025-10-22,0
LEAD01384,Organic Search,Competitor Conquest,2025-12-14,0
LEAD01385,Event,Competitor Conquest,2025-11-10,0
LEAD01386,LinkedIn,Q1 Spring Push,2025-04-16,0
LEAD01387,Event,Q1 Spring Push,2025-07-18,0
LEAD01388,Referral,Q1 Spring Push,2025-06-11,0
LEAD01389,Organic Search,Brand Awareness,2025-04-15,0
LEAD01390,Referral,Q1 Spring Push,2025-08-11,1
LEAD01391,LinkedIn,Brand Awareness,2025-09-15,0
LEAD01392,Event,Brand Awareness,2025-07-02,0
LEAD01393,Referral,Brand Awareness,2025-03-20,0
LEAD01394,Referral,Q1 Spring Push,2025-09-01,0
LEAD01395,Organic Search,Q1 Spring Push,2025-11-17,0
LEAD01396,Organic Search,Product Launch,2026-01-17,1
LEAD01397,Cold Outreach,Competitor Conquest,2025-11-16,0
LEAD01398,Paid Search,Brand Awareness,2025-06-09,1
LEAD01399,Cold Outreach,Q1 Spring Push,2025-10-30,0
LEAD01400,Organic Search,Q1 Spring Push,2026-02-15,0
LEAD01401,Organic Search,Brand Awareness,2025-09-24,0
LEAD01402,Referral,Brand Awareness,2025-03-19,0
LEAD01403,Paid Search,Retention Drive,2025-07-19,1
LEAD01404,LinkedIn,Product Launch,2025-05-16,1
LEAD01405,Referral,Competitor Conquest,2025-04-03,0
LEAD01406,Event,Product Launch,2025-05-20,1
LEAD01407,Referral,Brand Awareness,2025-09-28,0
